Date,Name,Year,Letterboxd URI,Rating
2022-04-25,Doctor Strange,2016,https://boxd.it/8MH8,3
2022-04-27,Copshop,2021,https://boxd.it/rIGe,3
2022-05-05,Black Swan,2010,https://boxd.it/Sw0,4
2022-05-12,Calvary,2014,https://boxd.it/4WE6,4
2022-05-22,The Firemen's Ball,1967,https://boxd.it/15Yc,4
2022-05-28,(500) Days of Summer,2009,https://boxd.it/1EmM,3.5
2022-05-28,War Dogs,2016,https://boxd.it/9SlO,3
2022-05-28,Inglourious Basterds,2009,https://boxd.it/1JzG,4
2022-05-30,John Wick,2014,https://boxd.it/7dEc,4
2022-05-30,Hours,2013,https://boxd.it/5jIU,3.5
2022-05-30,Chronicle,2012,https://boxd.it/2Emk,3
2022-06-02,The Physician,2013,https://boxd.it/5fdI,3
2022-06-05,Star Trek Into Darkness,2013,https://boxd.it/uYE,3.5
2022-06-05,Star Trek,2009,https://boxd.it/1Q6c,3.5
2022-06-11,Melancholia,2011,https://boxd.it/bPI,4
2022-06-11,Kingdom of Heaven,2005,https://boxd.it/28Gs,4
2022-06-20,The Piano Teacher,2001,https://boxd.it/2886,4
2022-06-21,Corpus Christi,2019,https://boxd.it/gULy,4
2022-06-21,The Two Popes,2019,https://boxd.it/k8Xk,3
2022-06-23,Antichrist,2009,https://boxd.it/1Inu,3.5
2022-06-25,You Will Die at Twenty,2019,https://boxd.it/mQsa,3
2022-07-21,The House That Jack Built,2018,https://boxd.it/dWO4,4
2022-07-22,Fantastic Planet,1973,https://boxd.it/1KnQ,4
2022-08-08,The Night Doctor,2020,https://boxd.it/qEu2,3
2022-08-08,A Rainy Day in New York,2019,https://boxd.it/h2z6,3
2022-11-01,The Young Karl Marx,2017,https://boxd.it/e1qc,3
2022-11-07,Nymphomaniac: Vol. I,2013,https://boxd.it/7DiG,3
2022-11-14,Parasite,2019,https://boxd.it/hTha,5
2022-11-14,Dead Poets Society,1989,https://boxd.it/2aSg,4
2022-11-14,Spider-Man,2002,https://boxd.it/2a8i,3.5
2022-11-14,Joker,2019,https://boxd.it/h4cS,4
2022-11-14,Call Me by Your Name,2017,https://boxd.it/dYmm,4
2022-11-14,The Avengers,2012,https://boxd.it/1xFW,3.5
2022-11-14,Dunkirk,2017,https://boxd.it/d0Y6,4
2022-11-14,Avatar,2009,https://boxd.it/1Efm,3.5
2022-11-14,Catch Me If You Can,2002,https://boxd.it/29VS,4
2022-11-14,Oldboy,2003,https://boxd.it/29R2,3.5
2022-11-14,Into the Wild,2007,https://boxd.it/22m2,3.5
2022-11-14,The Great Gatsby,2013,https://boxd.it/JY,3.5
2022-11-23,Judas and the Black Messiah,2021,https://boxd.it/lsew,3.5
2022-11-25,"Léon Morin, Priest",1961,https://boxd.it/5O0,5
2022-11-25,Funny Games,2007,https://boxd.it/207a,4
2022-11-25,"Watch Out, We're Mad",1974,https://boxd.it/21kk,4
2022-11-25,Door on the Left as You Leave the Elevator,1988,https://boxd.it/13Im,3.5
2022-11-25,Mesrine: Killer Instinct,2008,https://boxd.it/1PKA,3.5
2022-11-25,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,3.5
2022-11-28,Good Will Hunting,1997,https://boxd.it/2ahY,4
2022-11-28,It's a Wonderful Life,1946,https://boxd.it/28xA,5
2022-11-28,Aladdin,1992,https://boxd.it/29yE,4
2022-11-28,The Jungle Book,1967,https://boxd.it/1YY2,4
2022-11-28,Kung Fu Panda,2008,https://boxd.it/1Yws,4
2022-11-28,Kung Fu Panda 2,2011,https://boxd.it/G36,3.5
2022-11-28,Ratatouille,2007,https://boxd.it/27ww,3.5
2022-11-28,The Lion King,1994,https://boxd.it/201Q,3.5
2022-11-28,Finding Nemo,2003,https://boxd.it/72i,4
2022-11-28,The Incredibles,2004,https://boxd.it/1XLm,4
2022-11-28,Cars,2006,https://boxd.it/29ho,3.5
2022-11-28,How to Train Your Dragon,2010,https://boxd.it/1WRy,4
2022-11-29,The Hateful Eight,2015,https://boxd.it/8gw8,4
2022-11-29,The White Ribbon,2009,https://boxd.it/17eU,4
2022-11-29,The Hand of God,2021,https://boxd.it/r5uI,4
2022-11-29,Drive My Car,2021,https://boxd.it/sv94,5
2022-11-29,Prometheus,2012,https://boxd.it/2s9e,3.5
2022-12-01,Asterix & Obelix: Mission Cleopatra,2002,https://boxd.it/268o,3.5
2022-12-01,John Wick: Chapter 2,2017,https://boxd.it/ayGu,3.5
2022-12-01,King Arthur: Legend of the Sword,2017,https://boxd.it/8lDS,3.5
2022-12-01,American Made,2017,https://boxd.it/bb66,3.5
2022-12-01,You Were Never Really Here,2017,https://boxd.it/dWOS,3.5
2022-12-01,Jumanji: Welcome to the Jungle,2017,https://boxd.it/bUeE,3
2022-12-01,The Death of Stalin,2017,https://boxd.it/ea9Y,3
2022-12-01,The Maze Runner,2014,https://boxd.it/5YPM,3
2022-12-01,Rise of the Planet of the Apes,2011,https://boxd.it/cS4,3
2022-12-01,Dawn of the Planet of the Apes,2014,https://boxd.it/3XyQ,3
2022-12-01,X-Men: First Class,2011,https://boxd.it/FOA,3
2022-12-01,Shadow,2018,https://boxd.it/gzLi,3.5
2022-12-01,Leave No Trace,2018,https://boxd.it/fMfM,3.5
2022-12-01,The King,2019,https://boxd.it/ieZs,3
2022-12-01,The Martian,2015,https://boxd.it/8SeG,3.5
2022-12-01,The Big Short,2015,https://boxd.it/ajZw,3
2022-12-01,Southpaw,2015,https://boxd.it/9Phu,3
2022-12-01,Elle,2016,https://boxd.it/bdhq,4
2022-12-01,American Sniper,2014,https://boxd.it/5LDy,3
2022-12-01,Lucy,2014,https://boxd.it/75hu,3
2022-12-01,Unbroken,2014,https://boxd.it/6IaA,3.5
2022-12-01,How to Train Your Dragon 2,2014,https://boxd.it/2TRW,3.5
2022-12-01,The Absent One,2014,https://boxd.it/7t4u,3.5
2022-12-01,War and Peace,2016,https://boxd.it/daU4,4
2022-12-01,Magic in the Moonlight,2014,https://boxd.it/6Lko,3
2022-12-02,The Emperor and the Golem,1952,https://boxd.it/19v4,5
2022-12-02,Ocean's Twelve,2004,https://boxd.it/2aZ2,3.5
2022-12-05,Emma.,2020,https://boxd.it/kmg0,3
2022-12-09,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,4
2022-12-09,Angel-A,2005,https://boxd.it/1UjO,3.5
2022-12-09,Ordinary Love,2019,https://boxd.it/lG5I,3.5
2022-12-09,The French Dispatch,2021,https://boxd.it/jLP8,3.5
2022-12-09,See How They Run,2022,https://boxd.it/sNVq,3
2022-12-09,The Tragedy of Macbeth,2021,https://boxd.it/lMi4,3.5
2022-12-13,Martin Eden,2019,https://boxd.it/lqNO,4
2022-12-14,Pieces of a Woman,2020,https://boxd.it/nOrQ,3
2022-12-15,That Man from Rio,1964,https://boxd.it/24Pq,3.5
2022-12-15,The Magnificent Seven,1960,https://boxd.it/29bA,3.5
2022-12-17,Cold Pursuit,2019,https://boxd.it/fA80,3
2022-12-17,Headhunters,2011,https://boxd.it/2sWA,3.5
2022-12-18,In Order of Disappearance,2014,https://boxd.it/7pCW,3
2022-12-19,"It's a Mad, Mad, Mad, Mad World",1963,https://boxd.it/1TvO,4
2022-12-20,Hero,2002,https://boxd.it/2bcq,3.5
2022-12-22,Children of Men,2006,https://boxd.it/1Y2i,4
2022-12-24,Snow White and the Seven Dwarfs,1937,https://boxd.it/2arO,5
2022-12-31,Athena,2022,https://boxd.it/waii,4
2023-01-08,Us,2019,https://boxd.it/gnV6,4
2023-02-03,The Witcher: Nightmare of the Wolf,2021,https://boxd.it/oNDI,3
2023-02-03,Tenet,2020,https://boxd.it/leq4,3.5
2023-02-03,The Vanishing,2018,https://boxd.it/g18m,3
2023-02-04,Blade Runner 2049,2017,https://boxd.it/b8wK,4
2023-02-05,Captain Phillips,2013,https://boxd.it/3GPK,3.5
2023-02-05,Macbeth,2015,https://boxd.it/6FE8,3
2023-02-05,"Confess, Fletch",2022,https://boxd.it/ra9K,3
2023-02-05,Servants,2020,https://boxd.it/lujy,3
2023-02-05,Hacksaw Ridge,2016,https://boxd.it/azew,3
2023-02-05,Vivarium,2019,https://boxd.it/gmVE,3
2023-02-05,The Illusionist,2006,https://boxd.it/28H6,3
2023-02-05,Swan Song,2021,https://boxd.it/sL7S,3
2023-02-05,New Order,2020,https://boxd.it/l8cg,3
2023-02-05,Europa,2021,https://boxd.it/vBWs,3
2023-02-05,Ford v Ferrari,2019,https://boxd.it/ce74,3.5
2023-02-05,Ex Machina,2015,https://boxd.it/7T2k,3.5
2023-02-05,Marriage Story,2019,https://boxd.it/hJAw,3.5
